INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_DESCRIPTION,DISTRICT,NEIGHBORHOOD,STREET,OCCURRED_ON_DATE,YEAR,MONTH,MONTH_YEAR,DAY_OF_WEEK,HOUR,TIME_OF_DAY,SEASON,IS_WEEKEND,Lat,Long
222000221,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,WINTER ST,2022-01-01 23:40:00,2022,1,2022-01,Saturday,23,Night,Winter,1,42.35602373388715,-71.06177615141588
222000258,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,ALLSTATE RD,2022-01-02 08:45:00,2022,1,2022-01,Sunday,8,Morning,Winter,1,42.32809966041151,-71.06321676048991
222000339,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,CHAUNCY ST,2022-01-02 17:40:00,2022,1,2022-01,Sunday,17,Afternoon,Winter,1,42.35285118040311,-71.06096411490165
222000577,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-01-03 00:00:00,2022,1,2022-01,Monday,0,Late Night,Winter,0,42.34128750439044,-71.05467932649397
222000422,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,HIGHLAND ST,2022-01-03 02:35:00,2022,1,2022-01,Monday,2,Late Night,Winter,0,42.32308366372913,-71.09431771248565
222000476,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,WASHINGTON ST,2022-01-03 11:01:00,2022,1,2022-01,Monday,11,Morning,Winter,0,42.33139658557952,-71.08232496186687
222000574,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-01-03 12:00:00,2022,1,2022-01,Monday,12,Afternoon,Winter,0,42.34128750439044,-71.05467932649397
222000580,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TEMPLE PL,2022-01-03 17:30:00,2022,1,2022-01,Monday,17,Afternoon,Winter,0,42.35521428732261,-71.06206350909659
222000606,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,DUDLEY ST,2022-01-03 18:00:00,2022,1,2022-01,Monday,18,Evening,Winter,0,42.32872588572028,-71.08382216968015
222000611,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"QUINCY ST & WARREN ST
BOSTON  MA 02121
UNITED STAT",2022-01-03 19:00:00,2022,1,2022-01,Monday,19,Evening,Winter,0,42.31637002126979,-71.08289994675354
222001046,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2022-01-03 20:28:00,2022,1,2022-01,Monday,20,Evening,Winter,0,42.30971856767274,-71.10429431787648
222000954,1832,SICK ASSIST - DRUG RELATED ILLNESS,E18,Hyde Park,CANTERBURY ST,2022-01-04 00:52:00,2022,1,2022-01,Tuesday,0,Late Night,Winter,0,42.27804609876485,-71.1225756854924
222000742,1832,SICK ASSIST - DRUG RELATED ILLNESS,B3,Mattapan,ELLINGTON ST,2022-01-04 13:30:00,2022,1,2022-01,Tuesday,13,Afternoon,Winter,0,42.30197419993152,-71.08383388128998
222000750,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,GENEVA AVE,2022-01-04 14:38:00,2022,1,2022-01,Tuesday,14,Afternoon,Winter,0,42.29848866154386,-71.06313294177963
222000748,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-01-04 15:02:00,2022,1,2022-01,Tuesday,15,Afternoon,Winter,0,42.34128750439044,-71.05467932649397
222000771,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E18,Hyde Park,"CENTRAL AVE & EVERETT ST
HYDE PARK  MA 02136
UNITE",2022-01-04 17:08:00,2022,1,2022-01,Tuesday,17,Afternoon,Winter,0,42.257533038668,-71.12096295604987
222000783,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,DEVONSHIRE ST,2022-01-04 17:39:00,2022,1,2022-01,Tuesday,17,Afternoon,Winter,0,42.35799189511452,-71.05730964378331
222000803,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2022-01-04 19:26:00,2022,1,2022-01,Tuesday,19,Evening,Winter,0,42.30971856767274,-71.10429431787648
222000825,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,Dorchester,COLUMBIA RD,2022-01-04 21:48:00,2022,1,2022-01,Tuesday,21,Night,Winter,0,42.31363408772111,-71.0677802527945
222000973,1832,SICK ASSIST - DRUG RELATED ILLNESS,C11,Dorchester,BUTLER ST,2022-01-05 00:00:00,2022,1,2022-01,Wednesday,0,Late Night,Winter,0,42.27194389706648,-71.0625378453288
222000851,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,East Boston,PRINCETON ST,2022-01-05 03:35:00,2022,1,2022-01,Wednesday,3,Late Night,Winter,0,42.37909441040426,-71.03176183820952
222000864,1832,SICK ASSIST - DRUG RELATED ILLNESS,D14,Brighton/Allston,HANO ST,2022-01-05 08:12:00,2022,1,2022-01,Wednesday,8,Morning,Winter,0,42.35548406547104,-71.13741814081152
222000889,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"MASSACHUSETTS AVE & ALBANY ST
BOSTON  MA 02118
UNI",2022-01-05 10:34:00,2022,1,2022-01,Wednesday,10,Morning,Winter,0,42.33349998017161,-71.07350999617319
222000911,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,"CAUSEWAY ST & CANAL ST
BOSTON  MA 02114
UNITED STA",2022-01-05 11:24:00,2022,1,2022-01,Wednesday,11,Morning,Winter,0,42.36552998463411,-71.06120001005544
222000904,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-01-05 11:33:00,2022,1,2022-01,Wednesday,11,Morning,Winter,0,42.31043399746241,-71.06134009762133
222000905,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-01-05 11:34:00,2022,1,2022-01,Wednesday,11,Morning,Winter,0,42.31043399746241,-71.06134009762133
222000906,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-01-05 11:35:00,2022,1,2022-01,Wednesday,11,Morning,Winter,0,42.31043399746241,-71.06134009762133
222000910,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-01-05 11:42:00,2022,1,2022-01,Wednesday,11,Morning,Winter,0,42.31043399746241,-71.06134009762133
222000987,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,ZAMORA ST,2022-01-05 15:51:00,2022,1,2022-01,Wednesday,15,Afternoon,Winter,0,42.322938378400266,-71.11320461357029
222001088,1832,SICK ASSIST - DRUG RELATED ILLNESS,A15,Charlestown,RUTHERFORD AVE,2022-01-06 00:25:00,2022,1,2022-01,Thursday,0,Late Night,Winter,0,42.3796642246063,-71.07105902094742
222001100,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,ROWES WHRF,2022-01-06 04:05:00,2022,1,2022-01,Thursday,4,Late Night,Winter,0,42.35721566830636,-71.04995105452366
222001198,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"CAUSEWAY ST & BEVERLY ST
BOSTON  MA 02114
UNITED S",2022-01-06 13:16:00,2022,1,2022-01,Thursday,13,Afternoon,Winter,0,42.36603001872361,-71.06018999262376
222001202,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,NASHUA ST,2022-01-06 13:40:00,2022,1,2022-01,Thursday,13,Afternoon,Winter,0,42.366008418522014,-71.06403504206288
222001221,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-01-06 15:56:00,2022,1,2022-01,Thursday,15,Afternoon,Winter,0,42.28709355259107,-71.14822128377165
222001282,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,HARRISON AVE,2022-01-06 20:11:00,2022,1,2022-01,Thursday,20,Evening,Winter,0,42.33401828958511,-71.07638123930862
222001286,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,"ITASCA ST & CUMMINS HWY
MATTAPAN  MA 02126
UNITED ",2022-01-06 20:30:00,2022,1,2022-01,Thursday,20,Evening,Winter,0,42.27134103572031,-71.10465203416013
222001342,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,SOUTHAMPTON ST,2022-01-07 02:41:00,2022,1,2022-01,Friday,2,Late Night,Winter,0,42.332108429494895,-71.07014394813551
222001490,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,HEMENWAY ST,2022-01-07 19:18:00,2022,1,2022-01,Friday,19,Evening,Winter,0,42.344280822999686,-71.08982187623624
222001542,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,HUNTINGTON AVE,2022-01-08 06:16:00,2022,1,2022-01,Saturday,6,Morning,Winter,1,42.34585624769422,-71.0809952939999
222001559,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-01-08 11:01:00,2022,1,2022-01,Saturday,11,Morning,Winter,1,42.34128750439044,-71.05467932649397
222001566,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-01-08 11:54:00,2022,1,2022-01,Saturday,11,Morning,Winter,1,42.34128750439044,-71.05467932649397
222001651,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,COURTLAND RD,2022-01-08 20:14:00,2022,1,2022-01,Saturday,20,Evening,Winter,1,42.28630083169208,-71.09447002875253
222001671,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,MOUNT VERNON ST,2022-01-08 23:20:00,2022,1,2022-01,Saturday,23,Night,Winter,1,42.35832312382922,-71.065684785179
222002001,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-01-10 07:30:00,2022,1,2022-01,Monday,7,Morning,Winter,0,42.34128750439044,-71.05467932649397
222002025,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-01-10 18:27:00,2022,1,2022-01,Monday,18,Evening,Winter,0,42.31043399746241,-71.06134009762133
222002082,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,PENNIMAN RD,2022-01-10 20:40:00,2022,1,2022-01,Monday,20,Evening,Winter,0,42.35551240476799,-71.13653725978357
222002089,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,South End/Fenway,"ALBANY ST & E CANTON ST
BOSTON  MA 02118
UNITED ST",2022-01-11 01:37:00,2022,1,2022-01,Tuesday,1,Late Night,Winter,0,42.337160007767466,-71.06833996988317
222002185,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-01-11 07:30:00,2022,1,2022-01,Tuesday,7,Morning,Winter,0,42.34128750439044,-71.05467932649397
222002710,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-01-11 12:00:00,2022,1,2022-01,Tuesday,12,Afternoon,Winter,0,42.28709355259107,-71.14822128377165
222002232,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,HARRIET ST,2022-01-11 17:05:00,2022,1,2022-01,Tuesday,17,Afternoon,Winter,0,42.35326469365357,-71.15626648256838
222002244,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-01-11 19:14:00,2022,1,2022-01,Tuesday,19,Evening,Winter,0,42.31043399746241,-71.06134009762133
222002486,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-01-12 07:30:00,2022,1,2022-01,Wednesday,7,Morning,Winter,0,42.28709355259107,-71.14822128377165
222002345,1832,SICK ASSIST - DRUG RELATED ILLNESS,A1,Downtown/Beacon Hill,TEMPLE PL,2022-01-12 09:26:00,2022,1,2022-01,Wednesday,9,Morning,Winter,0,42.35521428732261,-71.06206350909659
222002386,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,ATKINSON ST,2022-01-12 13:01:00,2022,1,2022-01,Wednesday,13,Afternoon,Winter,0,42.332593462811815,-71.06863169719092
222003003,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-01-12 16:56:00,2022,1,2022-01,Wednesday,16,Afternoon,Winter,0,42.28709355259107,-71.14822128377165
222002452,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-01-12 17:18:00,2022,1,2022-01,Wednesday,17,Afternoon,Winter,0,42.35272947428534,-71.06256290848422
222003005,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-01-12 18:00:00,2022,1,2022-01,Wednesday,18,Evening,Winter,0,42.28709355259107,-71.14822128377165
222002530,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,E ST,2022-01-12 22:00:00,2022,1,2022-01,Wednesday,22,Night,Winter,0,42.342450809677885,-71.04387049533989
222002754,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-01-13 07:00:00,2022,1,2022-01,Thursday,7,Morning,Winter,0,42.28709355259107,-71.14822128377165
220017950,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,HARRISON AVE,2022-01-13 10:13:00,2022,1,2022-01,Thursday,10,Morning,Winter,0,42.341767355628505,-71.06655238025242
222002608,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"CAUSEWAY ST & FRIEND ST
BOSTON  MA 02114
UNITED ST",2022-01-13 10:40:00,2022,1,2022-01,Thursday,10,Morning,Winter,0,42.3652000135888,-71.06181003229477
222002686,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,"CAUSEWAY ST & HAVERHILL ST
BOSTON  MA 02114
UNITED",2022-01-13 12:40:00,2022,1,2022-01,Thursday,12,Afternoon,Winter,0,42.36577999054324,-71.06068001026475
222002683,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-01-13 13:30:00,2022,1,2022-01,Thursday,13,Afternoon,Winter,0,42.35213475854105,-71.06266756903644
222002684,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-01-13 14:38:00,2022,1,2022-01,Thursday,14,Afternoon,Winter,0,42.35213475854105,-71.06266756903644
222002682,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,BOYLSTON ST,2022-01-13 14:45:00,2022,1,2022-01,Thursday,14,Afternoon,Winter,0,42.35234140419862,-71.06296987361101
222002750,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TEMPLE PL,2022-01-13 17:30:00,2022,1,2022-01,Thursday,17,Afternoon,Winter,0,42.35521428732261,-71.06206350909659
222002780,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TREMONT ST,2022-01-13 19:37:00,2022,1,2022-01,Thursday,19,Evening,Winter,0,42.356921104103904,-71.06152940460662
222002850,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,HUNTINGTON AVE,2022-01-13 23:24:00,2022,1,2022-01,Thursday,23,Night,Winter,0,42.34730979763452,-71.0791516658207
222003180,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,DORCHESTER AVE,2022-01-15 11:06:00,2022,1,2022-01,Saturday,11,Morning,Winter,1,42.29557184612199,-71.06152074291428
222003176,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,WALNUT AVE,2022-01-15 12:04:00,2022,1,2022-01,Saturday,12,Afternoon,Winter,1,42.319660349445535,-71.08946895909922
222003261,1832,SICK ASSIST - DRUG RELATED ILLNESS,C6,South Boston,MASSACHUSETTS AVE,2022-01-15 19:43:00,2022,1,2022-01,Saturday,19,Evening,Winter,1,42.33152148278479,-71.0708530659426
222003455,1832,SICK ASSIST - DRUG RELATED ILLNESS,B3,Mattapan,HARVARD ST,2022-01-16 18:54:00,2022,1,2022-01,Sunday,18,Evening,Winter,1,42.29629726047352,-71.08115282928222
222003504,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,"TOPEKA ST & SOUTHAMPTON ST
ROXBURY  MA 02118
UNITE",2022-01-17 00:00:00,2022,1,2022-01,Monday,0,Late Night,Winter,0,42.331682008247135,-71.06798699336412
222003659,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,COLUMBIA RD,2022-01-17 17:54:00,2022,1,2022-01,Monday,17,Afternoon,Winter,0,42.30645148272501,-71.07730382339871
222003647,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-01-17 18:03:00,2022,1,2022-01,Monday,18,Evening,Winter,0,42.28482576580488,-71.09137368938802
222003650,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-01-17 18:03:00,2022,1,2022-01,Monday,18,Evening,Winter,0,42.28482576580488,-71.09137368938802
222003652,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-01-17 18:04:00,2022,1,2022-01,Monday,18,Evening,Winter,0,42.28482576580488,-71.09137368938802
222003725,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,WARREN ST,2022-01-18 02:45:00,2022,1,2022-01,Tuesday,2,Late Night,Winter,0,42.329024688954846,-71.08341504753118
222003907,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-01-18 07:30:00,2022,1,2022-01,Tuesday,7,Morning,Winter,0,42.28709355259107,-71.14822128377165
222003908,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-01-18 07:30:00,2022,1,2022-01,Tuesday,7,Morning,Winter,0,42.28709355259107,-71.14822128377165
222003761,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-01-18 11:00:00,2022,1,2022-01,Tuesday,11,Morning,Winter,0,42.31043399746241,-71.06134009762133
222003905,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-01-18 16:00:00,2022,1,2022-01,Tuesday,16,Afternoon,Winter,0,42.28482576580488,-71.09137368938802
222003889,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2022-01-18 16:00:00,2022,1,2022-01,Tuesday,16,Afternoon,Winter,0,42.30971856767274,-71.10429431787648
222003901,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,BLUE HILL AVE,2022-01-18 16:00:00,2022,1,2022-01,Tuesday,16,Afternoon,Winter,0,42.28482576580488,-71.09137368938802
222003883,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,NORWELL ST,2022-01-18 18:28:00,2022,1,2022-01,Tuesday,18,Evening,Winter,0,42.293511436152215,-71.07778766575197
222003897,1832,SICK ASSIST - DRUG RELATED ILLNESS,B2,Roxbury,DENNISON ST,2022-01-18 18:35:00,2022,1,2022-01,Tuesday,18,Evening,Winter,0,42.31779129898609,-71.09334525914454
222003890,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-01-18 18:54:00,2022,1,2022-01,Tuesday,18,Evening,Winter,0,42.35272947428534,-71.06256290848422
222003896,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-01-18 19:42:00,2022,1,2022-01,Tuesday,19,Evening,Winter,0,42.31043399746241,-71.06134009762133
222003956,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,BRANNON-HARRIS WAY,2022-01-19 03:19:00,2022,1,2022-01,Wednesday,3,Late Night,Winter,0,42.336311294932656,-71.08013103660089
222004180,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-01-19 07:30:00,2022,1,2022-01,Wednesday,7,Morning,Winter,0,42.28709355259107,-71.14822128377165
222004179,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E5,West Roxbury,CENTRE ST,2022-01-19 07:30:00,2022,1,2022-01,Wednesday,7,Morning,Winter,0,42.28709355259107,-71.14822128377165
222004031,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"ADAMS ST & DUBOIS ST
ROXBURY  MA 02119
UNITED STAT",2022-01-19 12:28:00,2022,1,2022-01,Wednesday,12,Afternoon,Winter,0,42.32873996722142,-71.07624399035016
222004738,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2022-01-19 16:00:00,2022,1,2022-01,Wednesday,16,Afternoon,Winter,0,42.30971856767274,-71.10429431787648
222004126,1832,SICK ASSIST - DRUG RELATED ILLNESS,B3,Mattapan,BLUE HILL AVE,2022-01-19 16:58:00,2022,1,2022-01,Wednesday,16,Afternoon,Winter,0,42.30238880594288,-71.08539388215601
222004130,1832,SICK ASSIST - DRUG RELATED ILLNESS,A7,East Boston,WILLIAM F MCCLELLAN HWY,2022-01-19 17:01:00,2022,1,2022-01,Wednesday,17,Afternoon,Winter,0,42.3883184062864,-71.01600448880342
222004158,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-01-19 17:23:00,2022,1,2022-01,Wednesday,17,Afternoon,Winter,0,42.35272947428534,-71.06256290848422
222004205,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C11,Dorchester,HANCOCK ST,2022-01-19 22:07:00,2022,1,2022-01,Wednesday,22,Night,Winter,0,42.31043399746241,-71.06134009762133
222004335,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,WASHINGTON ST,2022-01-20 13:21:00,2022,1,2022-01,Thursday,13,Afternoon,Winter,0,42.34905600030506,-71.15049849975023
222004341,1832,SICK ASSIST - DRUG RELATED ILLNESS,A15,Charlestown,COREY ST,2022-01-20 13:59:00,2022,1,2022-01,Thursday,13,Afternoon,Winter,0,42.37744027421308,-71.05625879360828
222004394,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TEMPLE PL,2022-01-20 17:25:00,2022,1,2022-01,Thursday,17,Afternoon,Winter,0,42.35521428732261,-71.06206350909659
222004419,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TEMPLE PL,2022-01-20 17:50:00,2022,1,2022-01,Thursday,17,Afternoon,Winter,0,42.35521428732261,-71.06206350909659
222004417,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,WASHINGTON ST,2022-01-20 18:10:00,2022,1,2022-01,Thursday,18,Evening,Winter,0,42.35272947428534,-71.06256290848422
222004420,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A1,Downtown/Beacon Hill,TEMPLE PL,2022-01-20 18:39:00,2022,1,2022-01,Thursday,18,Evening,Winter,0,42.35521428732261,-71.06206350909659
222004464,1832,SICK ASSIST - DRUG RELATED ILLNESS,E5,West Roxbury,WASHINGTON ST,2022-01-20 20:45:00,2022,1,2022-01,Thursday,20,Evening,Winter,0,42.26582388583788,-71.15205431260244
222004472,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,FULLER ST,2022-01-20 21:45:00,2022,1,2022-01,Thursday,21,Night,Winter,0,42.28009278633591,-71.08005410237719
222004495,1832,SICK ASSIST - DRUG RELATED ILLNESS,E5,West Roxbury,WASHINGTON ST,2022-01-21 02:29:00,2022,1,2022-01,Friday,2,Late Night,Winter,0,42.26582388583788,-71.15205431260244
222004622,1832,SICK ASSIST - DRUG RELATED ILLNESS,E13,Jamaica Plain,EVERETT ST,2022-01-21 13:52:00,2022,1,2022-01,Friday,13,Afternoon,Winter,0,42.30993830405572,-71.108992614422
222004651,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B2,Roxbury,"WOODVILLE ST & BLUE HILL AVE
ROXBURY  MA 02119
UNI",2022-01-21 15:46:00,2022,1,2022-01,Friday,15,Afternoon,Winter,0,42.32126398568941,-71.07748803690929
222004740,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,WASHINGTON ST,2022-01-21 16:00:00,2022,1,2022-01,Friday,16,Afternoon,Winter,0,42.30971856767274,-71.10429431787648
222004707,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,"MORTON ST & NORFOLK ST
DORCHESTER  MA 02124
UNITED",2022-01-21 18:29:00,2022,1,2022-01,Friday,18,Evening,Winter,0,42.28156495479419,-71.08701696684585
222004893,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,Mattapan,"BLUE HILL AVE & MORTON ST
MATTAPAN  MA 02126
UNITE",2022-01-22 12:57:00,2022,1,2022-01,Saturday,12,Afternoon,Winter,1,42.28428296994993,-71.09154898716575
222004932,1832,SICK ASSIST - DRUG RELATED ILLNESS,D4,South End/Fenway,WASHINGTON ST,2022-01-22 15:13:00,2022,1,2022-01,Saturday,15,Afternoon,Winter,1,42.3338393514992,-71.08029038288038
222004933,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,A7,East Boston,"BREMEN ST & MAVERICK ST
EAST BOSTON  MA 02128
UNIT",2022-01-22 15:15:00,2022,1,2022-01,Saturday,15,Afternoon,Winter,1,42.36971200683262,-71.0379340292132
222004934,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,E13,Jamaica Plain,"AMERICAN LEGION HWY & WALK HILL ST
BOSTON  MA 0213",2022-01-22 15:19:00,2022,1,2022-01,Saturday,15,Afternoon,Winter,1,42.28775004210879,-71.10680004239288
222004991,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,C6,South Boston,W BROADWAY,2022-01-22 20:36:00,2022,1,2022-01,Saturday,20,Evening,Winter,1,42.34128750439044,-71.05467932649397
222005168,1810,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D14,Brighton/Allston,WASHINGTON ST,2022-01-23 12:00:00,2022,1,2022-01,Sunday,12,Afternoon,Winter,1,42.34905600030506,-71.15049849975023
